roll,fname,matricule,departmet,levels,sex,db1,c101,c102,c103,c104,c105,c106
1,ACC401,UBa/HIMS01/13/0003,ACCOUNTANCY,400,1,2013/2014,18,47,0,0,0,0
2,ACC401,UBa/HIMS01/13/0005,ACCOUNTANCY,400,1,2013/2014,13,62,0,0,0,0
3,ACC401,UBa/HIMS01/13/009,ACCOUNTANCY,400,1,2013/2014,11,30,0,0,0,0
4,ACC401,UBa/HIMS01/13/0083,ACCOUNTANCY,400,1,2013/2014,19,42,0,0,0,0
5,ACC401,UBa/HIMS01/13/0017,ACCOUNTANCY,400,1,2013/2014,16,34,0,0,0,0
6,ACC401,UBa/HIMS01/13/0086,ACCOUNTANCY,400,1,2013/2014,14,42,0,0,0,0
7,ACC401,UBa/HIMS01/13/0020,ACCOUNTANCY,400,1,2013/2014,20,55,0,0,0,0
8,ACC401,UBa/HIMS01/13/0089,ACCOUNTANCY,400,1,2013/2014,10,38,0,0,0,0
9,ACC401,UBa/HIMS01/13/0024,ACCOUNTANCY,400,1,2013/2014,7,63,0,0,0,0
10,ACC401,UBa/HIMS01/13/0028,ACCOUNTANCY,400,1,2013/2014,20,45,0,0,0,0
11,ACC401,UBa/HIMS01/13/0034,ACCOUNTANCY,400,1,2013/2014,14,29,0,0,0,0
12,ACC401,UBa/HIMS01/13/0035,ACCOUNTANCY,400,1,2013/2014,25,57,0,0,0,0
13,ACC401,UBa/HIMS01/13/0037,ACCOUNTANCY,400,1,2013/2014,11,30,0,0,0,0
14,ACC401,UBa/HIMS01/13/0101,ACCOUNTANCY,400,1,2013/2014,12,26,0,0,0,0
15,ACC401,UBa/HIMS01/13/0048,ACCOUNTANCY,400,1,2013/2014,15,41,0,0,0,0
16,ACC401,UBa/HIMS01/13/0055,ACCOUNTANCY,400,1,2013/2014,15,31,0,0,0,0
17,ACC401,UBa/HIMS01/13/0064,ACCOUNTANCY,400,1,2013/2014,11,57,0,0,0,0
18,ACC401,UBa/HIMS01/13/0103,ACCOUNTANCY,400,1,2013/2014,16,72,0,0,0,0
19,ACC401,UBa/HIMS01/13/0113,ACCOUNTANCY,400,1,2013/2014,10,38,0,0,0,0
20,ACC401,UBa/HIMS01/13/0118,ACCOUNTANCY,400,1,2013/2014,12,54,0,0,0,0
21,ACC401,UBa/HIMS01/13/0065,ACCOUNTANCY,400,1,2013/2014,19,42,0,0,0,0
22,ACC405,UBa/HIMS01/13/0003,ACCOUNTANCY,400,1,2013/2014,14,54,0,0,0,0
23,ACC405,UBa/HIMS01/13/0005,ACCOUNTANCY,400,1,2013/2014,16,59,0,0,0,0
24,ACC405,UBa/HIMS01/13/009,ACCOUNTANCY,400,1,2013/2014,19,56,0,0,0,0
25,ACC405,UBa/HIMS01/13/0083,ACCOUNTANCY,400,1,2013/2014,22,53.5,0,0,0,0
26,ACC405,UBa/HIMS01/13/0017,ACCOUNTANCY,400,1,2013/2014,17,37,0,0,0,0
27,ACC405,UBa/HIMS01/13/0086,ACCOUNTANCY,400,1,2013/2014,11,33,0,0,0,0
28,ACC405,UBa/HIMS01/13/0020,ACCOUNTANCY,400,1,2013/2014,20,59,0,0,0,0
29,ACC405,UBa/HIMS01/13/0089,ACCOUNTANCY,400,1,2013/2014,19,47,0,0,0,0
30,ACC405,UBa/HIMS01/13/0024,ACCOUNTANCY,400,1,2013/2014,20,55,0,0,0,0
31,ACC405,UBa/HIMS01/13/0028,ACCOUNTANCY,400,1,2013/2014,13,50.1,0,0,0,0
32,ACC405,UBa/HIMS01/13/0034,ACCOUNTANCY,400,1,2013/2014,13,38.5,0,0,0,0
33,ACC405,UBa/HIMS01/13/0035,ACCOUNTANCY,400,1,2013/2014,23,56,0,0,0,0
34,ACC405,UBa/HIMS01/13/0037,ACCOUNTANCY,400,1,2013/2014,17,35,0,0,0,0
35,ACC405,UBa/HIMS01/13/0101,ACCOUNTANCY,400,1,2013/2014,12,42.5,0,0,0,0
36,ACC405,UBa/HIMS01/13/0048,ACCOUNTANCY,400,1,2013/2014,15,24,0,0,0,0
37,ACC405,UBa/HIMS01/13/0055,ACCOUNTANCY,400,1,2013/2014,13,14,0,0,0,0
38,ACC405,UBa/HIMS01/13/0064,ACCOUNTANCY,400,1,2013/2014,16,45,0,0,0,0
39,ACC405,UBa/HIMS01/13/0103,ACCOUNTANCY,400,1,2013/2014,21,50.5,0,0,0,0
40,ACC405,UBa/HIMS01/13/0113,ACCOUNTANCY,400,1,2013/2014,15,35,0,0,0,0
41,ACC405,UBa/HIMS01/13/0118,ACCOUNTANCY,400,1,2013/2014,13,32,0,0,0,0
42,ACC405,UBa/HIMS01/13/0065,ACCOUNTANCY,400,1,2013/2014,13,41,0,0,0,0
43,ACC405,UBa/HIMS01/14/0065,ACCOUNTANCY,400,1,2013/2014,,,0,0,0,0
44,ACC405,UBa/HIMS01/14/0011,ACCOUNTANCY,400,1,2013/2014,,,0,0,0,0
45,ACC405,UBa/HIMS01/14/0144,ACCOUNTANCY,400,1,2013/2014,,,0,0,0,0
46,ACC407,UBa/HIMS01/13/0003,ACCOUNTANCY,400,1,2013/2014,12,53,0,0,0,0
47,ACC407,UBa/HIMS01/13/0005,ACCOUNTANCY,400,1,2013/2014,13,26,0,0,0,0
48,ACC407,UBa/HIMS01/13/009,ACCOUNTANCY,400,1,2013/2014,13,55,0,0,0,0
49,ACC407,UBa/HIMS01/13/0083,ACCOUNTANCY,400,1,2013/2014,18,50,0,0,0,0
50,ACC407,UBa/HIMS01/13/0017,ACCOUNTANCY,400,1,2013/2014,14,43,0,0,0,0
51,ACC407,UBa/HIMS01/13/0086,ACCOUNTANCY,400,1,2013/2014,15,40,0,0,0,0
52,ACC407,UBa/HIMS01/13/0020,ACCOUNTANCY,400,1,2013/2014,12,57,0,0,0,0
53,ACC407,UBa/HIMS01/13/0089,ACCOUNTANCY,400,1,2013/2014,16,50,0,0,0,0
54,ACC407,UBa/HIMS01/13/0024,ACCOUNTANCY,400,1,2013/2014,17,34,0,0,0,0
55,ACC407,UBa/HIMS01/13/0028,ACCOUNTANCY,400,1,2013/2014,9,41,0,0,0,0
56,ACC407,UBa/HIMS01/13/0034,ACCOUNTANCY,400,1,2013/2014,17,40,0,0,0,0
57,ACC407,UBa/HIMS01/13/0035,ACCOUNTANCY,400,1,2013/2014,13,57,0,0,0,0
58,ACC407,UBa/HIMS01/13/0037,ACCOUNTANCY,400,1,2013/2014,11,38,0,0,0,0
59,ACC407,UBa/HIMS01/13/0101,ACCOUNTANCY,400,1,2013/2014,4,38,0,0,0,0
60,ACC407,UBa/HIMS01/13/0048,ACCOUNTANCY,400,1,2013/2014,12,46,0,0,0,0
61,ACC407,UBa/HIMS01/13/0055,ACCOUNTANCY,400,1,2013/2014,12,28,0,0,0,0
62,ACC407,UBa/HIMS01/13/0064,ACCOUNTANCY,400,1,2013/2014,10,43,0,0,0,0
63,ACC407,UBa/HIMS01/13/0103,ACCOUNTANCY,400,1,2013/2014,12,41,0,0,0,0
64,ACC407,UBa/HIMS01/13/0113,ACCOUNTANCY,400,1,2013/2014,12,34,0,0,0,0
65,ACC407,UBa/HIMS01/13/0118,ACCOUNTANCY,400,1,2013/2014,12,33,0,0,0,0
66,ACC407,UBa/HIMS01/13/0065,ACCOUNTANCY,400,1,2013/2014,12,56,0,0,0,0
67,ACC407,UBa/HIMS01/14/0065,ACCOUNTANCY,400,1,2013/2014,0,0,0,0,0,0
68,ACC407,UBa/HIMS01/14/0011,ACCOUNTANCY,400,1,2013/2014,0,0,0,0,0,0
69,ACC407,UBa/HIMS01/14/0144,ACCOUNTANCY,400,1,2013/2014,0,0,0,0,0,0
70,ACC403,UBa/HIMS01/13/0003,ACCOUNTANCY,400,1,2013/2014,22,34,0,0,0,0
71,ACC403,UBa/HIMS01/13/0005,ACCOUNTANCY,400,1,2013/2014,19,41,0,0,0,0
72,ACC403,UBa/HIMS01/13/009,ACCOUNTANCY,400,1,2013/2014,27,48,0,0,0,0
73,ACC403,UBa/HIMS01/13/0083,ACCOUNTANCY,400,1,2013/2014,23,48,0,0,0,0
74,ACC403,UBa/HIMS01/13/0017,ACCOUNTANCY,400,1,2013/2014,17,41,0,0,0,0
75,ACC403,UBa/HIMS01/13/0086,ACCOUNTANCY,400,1,2013/2014,20,38,0,0,0,0
76,ACC403,UBa/HIMS01/13/0020,ACCOUNTANCY,400,1,2013/2014,22,41,0,0,0,0
77,ACC403,UBa/HIMS01/13/0089,ACCOUNTANCY,400,1,2013/2014,20,46,0,0,0,0
78,ACC403,UBa/HIMS01/13/0024,ACCOUNTANCY,400,1,2013/2014,20,53,0,0,0,0
79,ACC403,UBa/HIMS01/13/0028,ACCOUNTANCY,400,1,2013/2014,25,56,0,0,0,0
80,ACC403,UBa/HIMS01/13/0034,ACCOUNTANCY,400,1,2013/2014,24,31,0,0,0,0
81,ACC403,UBa/HIMS01/13/0035,ACCOUNTANCY,400,1,2013/2014,27,53,0,0,0,0
82,ACC403,UBa/HIMS01/13/0037,ACCOUNTANCY,400,1,2013/2014,20,34,0,0,0,0
83,ACC403,UBa/HIMS01/13/0101,ACCOUNTANCY,400,1,2013/2014,18,19,0,0,0,0
84,ACC403,UBa/HIMS01/13/0048,ACCOUNTANCY,400,1,2013/2014,14,27,0,0,0,0
85,ACC403,UBa/HIMS01/13/0055,ACCOUNTANCY,400,1,2013/2014,20,46,0,0,0,0
86,ACC403,UBa/HIMS01/13/0064,ACCOUNTANCY,400,1,2013/2014,27,46,0,0,0,0
87,ACC403,UBa/HIMS01/13/0103,ACCOUNTANCY,400,1,2013/2014,14,51,0,0,0,0
88,ACC403,UBa/HIMS01/13/0113,ACCOUNTANCY,400,1,2013/2014,21,49,0,0,0,0
89,ACC403,UBa/HIMS01/13/0118,ACCOUNTANCY,400,1,2013/2014,10,38,0,0,0,0
90,ACC403,UBa/HIMS01/13/0065,ACCOUNTANCY,400,1,2013/2014,20,41,0,0,0,0
91,ACC407,UBa/HIMS01/14/0065,ACCOUNTANCY,400,1,2013/2014,0,0,0,0,0,0
92,ACC407,UBa/HIMS01/14/0011,ACCOUNTANCY,400,1,2013/2014,0,0,0,0,0,0
93,ACC407,UBa/HIMS01/14/0144,ACCOUNTANCY,400,1,2013/2014,0,0,0,0,0,0
95,ACC409,UBa/HIMS01/13/0003,ACCOUNTANCY,400,1,2013/2014,22,54,0,0,0,0
96,ACC409,UBa/HIMS01/13/0005,ACCOUNTANCY,400,1,2013/2014,17,45,0,0,0,0
97,ACC409,UBa/HIMS01/13/009,ACCOUNTANCY,400,1,2013/2014,21,43,0,0,0,0
98,ACC409,UBa/HIMS01/13/0083,ACCOUNTANCY,400,1,2013/2014,18,50,0,0,0,0
99,ACC409,UBa/HIMS01/13/0017,ACCOUNTANCY,400,1,2013/2014,20,35,0,0,0,0
100,ACC409,UBa/HIMS01/13/0086,ACCOUNTANCY,400,1,2013/2014,19,49,0,0,0,0
101,ACC409,UBa/HIMS01/13/0020,ACCOUNTANCY,400,1,2013/2014,18,57,0,0,0,0
102,ACC409,UBa/HIMS01/13/0089,ACCOUNTANCY,400,1,2013/2014,20,50,0,0,0,0
103,ACC409,UBa/HIMS01/13/0024,ACCOUNTANCY,400,1,2013/2014,18,49,0,0,0,0
104,ACC409,UBa/HIMS01/13/0028,ACCOUNTANCY,400,1,2013/2014,18,47,0,0,0,0
105,ACC409,UBa/HIMS01/13/0034,ACCOUNTANCY,400,1,2013/2014,21,49,0,0,0,0
106,ACC409,UBa/HIMS01/13/0035,ACCOUNTANCY,400,1,2013/2014,19,59,0,0,0,0
107,ACC409,UBa/HIMS01/13/0037,ACCOUNTANCY,400,1,2013/2014,19,38,0,0,0,0
108,ACC409,UBa/HIMS01/13/0101,ACCOUNTANCY,400,1,2013/2014,18,47,0,0,0,0
109,ACC409,UBa/HIMS01/13/0048,ACCOUNTANCY,400,1,2013/2014,17,50,0,0,0,0
110,ACC409,UBa/HIMS01/13/0055,ACCOUNTANCY,400,1,2013/2014,12,49,0,0,0,0
111,ACC409,UBa/HIMS01/13/0064,ACCOUNTANCY,400,1,2013/2014,21,57,0,0,0,0
112,ACC409,UBa/HIMS01/13/0103,ACCOUNTANCY,400,1,2013/2014,19,56,0,0,0,0
113,ACC409,UBa/HIMS01/13/0113,ACCOUNTANCY,400,1,2013/2014,19,45,0,0,0,0
114,ACC409,UBa/HIMS01/13/0118,ACCOUNTANCY,400,1,2013/2014,20,60,0,0,0,0
115,ACC409,UBa/HIMS01/13/0065,ACCOUNTANCY,400,1,2013/2014,23,50,0,0,0,0
116,BNF403,UBa/HIMS02/13/0076,BANKING AND FINANCE,400,1,2013/2014,13,49,0,0,0,0
117,BNF403,UBa/HIMS02/13/0004,BANKING AND FINANCE,400,1,2013/2014,17,34,0,0,0,0
118,BNF403,UBa/HIMS02/13/0077,BANKING AND FINANCE,400,1,2013/2014,12,45,0,0,0,0
119,BNF403,UBa/HIMS02/13/0006,BANKING AND FINANCE,400,1,2013/2014,17,39,0,0,0,0
120,BNF403,UBa/HIMS02/13/0078,BANKING AND FINANCE,400,1,2013/2014,21,41,0,0,0,0
121,BNF403,UBa/HIMS02/13/0009,BANKING AND FINANCE,400,1,2013/2014,9,55,0,0,0,0
122,BNF403,UBa/HIMS02/13/0010,BANKING AND FINANCE,400,1,2013/2014,15,46,0,0,0,0
123,BNF403,UBa/HIMS02/13/0022,BANKING AND FINANCE,400,1,2013/2014,16,42,0,0,0,0
124,BNF403,UBa/HIMS02/13/0025,BANKING AND FINANCE,400,1,2013/2014,20,40,0,0,0,0
125,BNF403,UBa/HIMS02/13/0090,BANKING AND FINANCE,400,1,2013/2014,10,51,0,0,0,0
126,BNF403,UBa/HIMS02/13/0027,BANKING AND FINANCE,400,1,2013/2014,17,29,0,0,0,0
127,BNF403,UBa/HIMS02/13/0033,BANKING AND FINANCE,400,1,2013/2014,15,39,0,0,0,0
128,BNF403,UBa/HIMS02/13/0092,BANKING AND FINANCE,400,1,2013/2014,14,48,0,0,0,0
129,BNF403,UBa/HIMS02/13/0094,BANKING AND FINANCE,400,1,2013/2014,12,29,0,0,0,0
130,BNF403,UBa/HIMS02/13/0099,BANKING AND FINANCE,400,1,2013/2014,17,48,0,0,0,0
131,BNF403,UBa/HIMS02/13/0038,BANKING AND FINANCE,400,1,2013/2014,17,28,0,0,0,0
132,BNF403,UBa/HIMS02/13/0040,BANKING AND FINANCE,400,1,2013/2014,15,46,0,0,0,0
133,BNF403,UBa/HIMS02/13/0041,BANKING AND FINANCE,400,1,2013/2014,16,56,0,0,0,0
134,BNF403,UBa/HIMS02/13/0045,BANKING AND FINANCE,400,1,2013/2014,13,27,0,0,0,0
135,BNF403,UBa/HIMS02/13/0046,BANKING AND FINANCE,400,1,2013/2014,14,56,0,0,0,0
136,BNF403,UBa/HIMS02/13/0050,BANKING AND FINANCE,400,1,2013/2014,15,59,0,0,0,0
137,BNF403,UBa/HIMS02/13/0051,BANKING AND FINANCE,400,1,2013/2014,12,27,0,0,0,0
138,BNF403,UBa/HIMS02/13/0054,BANKING AND FINANCE,400,1,2013/2014,18,48,0,0,0,0
139,BNF403,UBa/HIMS02/13/0059,BANKING AND FINANCE,400,1,2013/2014,13,40,0,0,0,0
140,BNF403,UBa/HIMS02/13/0062,BANKING AND FINANCE,400,1,2013/2014,16,29,0,0,0,0
141,BNF403,UBa/HIMS02/13/0063,BANKING AND FINANCE,400,1,2013/2014,0,0,0,0,0,0
142,BNF403,UBa/HIMS02/13/0068,BANKING AND FINANCE,400,1,2013/2014,13,34,0,0,0,0
143,BNF403,UBa/HIMS02/13/0069,BANKING AND FINANCE,400,1,2013/2014,16,6,0,0,0,0
144,BNF403,UBa/HIMS02/13/0071,BANKING AND FINANCE,400,1,2013/2014,0,0,0,0,0,0
145,BNF403,UBa/HIMS02/13/0115,BANKING AND FINANCE,400,1,2013/2014,0,0,0,0,0,0
146,BNF403,UBa/HIMS02/13/0116,BANKING AND FINANCE,400,1,2013/2014,0,0,0,0,0,0
147,BNF403,UBa/HIMS02/13/0123,BANKING AND FINANCE,400,1,2013/2014,0,0,0,0,0,0
148,BNF403,UBa/HIMS02/13/0126,BANKING AND FINANCE,400,1,2013/2014,12,45,0,0,0,0
149,BNF403,UBa/HIMS02/13/0128,BANKING AND FINANCE,400,1,2013/2014,15,34,0,0,0,0
150,BNF403,UBa/HIMS02/13/0132,BANKING AND FINANCE,400,1,2013/2014,0,0,0,0,0,0
151,BNF403,UBa/HIMS02/13/0134,BANKING AND FINANCE,400,1,2013/2014,0,0,0,0,0,0
152,BNF403,UBa/HIMS02/13/0135,BANKING AND FINANCE,400,1,2013/2014,14,48,0,0,0,0
153,BNF403,UBa/HIMS02/14/0032,BANKING AND FINANCE,400,1,2013/2014,,,0,0,0,0
154,BNF403,UBa/HIMS02/14/0088,BANKING AND FINANCE,400,1,2013/2014,,,0,0,0,0
155,BNF403,UBa/HIMS02/14/0096,BANKING AND FINANCE,400,1,2013/2014,,,0,0,0,0
156,BNF403,UBa/HIMS02/14/0100,BANKING AND FINANCE,400,1,2013/2014,,,0,0,0,0
158,BNF405,UBa/HIMS02/13/0076,BANKING AND FINANCE,400,1,2013/2014,19,56,0,0,0,0
159,BNF405,UBa/HIMS02/13/0004,BANKING AND FINANCE,400,1,2013/2014,11,33,0,0,0,0
160,BNF405,UBa/HIMS02/13/0077,BANKING AND FINANCE,400,1,2013/2014,14,46,0,0,0,0
161,BNF405,UBa/HIMS02/13/0006,BANKING AND FINANCE,400,1,2013/2014,15,26,0,0,0,0
162,BNF405,UBa/HIMS02/13/0078,BANKING AND FINANCE,400,1,2013/2014,22,53,0,0,0,0
163,BNF405,UBa/HIMS02/13/0009,BANKING AND FINANCE,400,1,2013/2014,11,15,0,0,0,0
164,BNF405,UBa/HIMS02/13/0010,BANKING AND FINANCE,400,1,2013/2014,20,41,0,0,0,0
165,BNF405,UBa/HIMS02/13/0022,BANKING AND FINANCE,400,1,2013/2014,18,38,0,0,0,0
166,BNF405,UBa/HIMS02/13/0025,BANKING AND FINANCE,400,1,2013/2014,15,31,0,0,0,0
167,BNF405,UBa/HIMS02/13/0090,BANKING AND FINANCE,400,1,2013/2014,18,64,0,0,0,0
168,BNF405,UBa/HIMS02/13/0027,BANKING AND FINANCE,400,1,2013/2014,19,53,0,0,0,0
169,BNF405,UBa/HIMS02/13/0033,BANKING AND FINANCE,400,1,2013/2014,19,28,0,0,0,0
170,BNF405,UBa/HIMS02/13/0092,BANKING AND FINANCE,400,1,2013/2014,12,61,0,0,0,0
171,BNF405,UBa/HIMS02/13/0094,BANKING AND FINANCE,400,1,2013/2014,17,14,0,0,0,0
172,BNF405,UBa/HIMS02/13/0099,BANKING AND FINANCE,400,1,2013/2014,16,71,0,0,0,0
173,BNF405,UBa/HIMS02/13/0038,BANKING AND FINANCE,400,1,2013/2014,1,0,0,0,0,0
174,BNF405,UBa/HIMS02/13/0040,BANKING AND FINANCE,400,1,2013/2014,9,33,0,0,0,0
175,BNF405,UBa/HIMS02/13/0041,BANKING AND FINANCE,400,1,2013/2014,16,49,0,0,0,0
176,BNF405,UBa/HIMS02/13/0045,BANKING AND FINANCE,400,1,2013/2014,18,40,0,0,0,0
177,BNF405,UBa/HIMS02/13/0046,BANKING AND FINANCE,400,1,2013/2014,14,36,0,0,0,0
178,BNF405,UBa/HIMS02/13/0050,BANKING AND FINANCE,400,1,2013/2014,17,34,0,0,0,0
179,BNF405,UBa/HIMS02/13/0051,BANKING AND FINANCE,400,1,2013/2014,10,23,0,0,0,0
180,BNF405,UBa/HIMS02/13/0054,BANKING AND FINANCE,400,1,2013/2014,20,56,0,0,0,0
181,BNF405,UBa/HIMS02/13/0059,BANKING AND FINANCE,400,1,2013/2014,14,33,0,0,0,0
182,BNF405,UBa/HIMS02/13/0062,BANKING AND FINANCE,400,1,2013/2014,12,48,0,0,0,0
183,BNF405,UBa/HIMS02/13/0063,BANKING AND FINANCE,400,1,2013/2014,,,0,0,0,0
184,BNF405,UBa/HIMS02/13/0068,BANKING AND FINANCE,400,1,2013/2014,8,41,0,0,0,0
185,BNF405,UBa/HIMS02/13/0069,BANKING AND FINANCE,400,1,2013/2014,21,68,0,0,0,0
186,BNF405,UBa/HIMS02/13/0071,BANKING AND FINANCE,400,1,2013/2014,,,0,0,0,0
187,BNF405,UBa/HIMS02/13/0115,BANKING AND FINANCE,400,1,2013/2014,,,0,0,0,0
188,BNF405,UBa/HIMS02/13/0116,BANKING AND FINANCE,400,1,2013/2014,22,55,0,0,0,0
189,BNF405,UBa/HIMS02/13/0123,BANKING AND FINANCE,400,1,2013/2014,,,0,0,0,0
190,BNF405,UBa/HIMS02/13/0126,BANKING AND FINANCE,400,1,2013/2014,,,0,0,0,0
191,BNF405,UBa/HIMS02/13/0128,BANKING AND FINANCE,400,1,2013/2014,18,48,0,0,0,0
192,BNF405,UBa/HIMS02/13/0132,BANKING AND FINANCE,400,1,2013/2014,14,38,0,0,0,0
193,BNF405,UBa/HIMS02/13/0134,BANKING AND FINANCE,400,1,2013/2014,,,0,0,0,0
194,BNF405,UBa/HIMS02/13/0135,BANKING AND FINANCE,400,1,2013/2014,15,48,0,0,0,0
195,BNF405,UBa/HIMS02/14/0032,BANKING AND FINANCE,400,1,2013/2014,,,0,0,0,0
196,BNF405,UBa/HIMS02/14/0088,BANKING AND FINANCE,400,1,2013/2014,,,0,0,0,0
197,BNF405,UBa/HIMS02/14/0096,BANKING AND FINANCE,400,1,2013/2014,,,0,0,0,0
198,BNF405,UBa/HIMS02/14/0100,BANKING AND FINANCE,400,1,2013/2014,,,0,0,0,0
200,BNF407,UBa/HIMS02/13/0076,BANKING AND FINANCE,400,1,2013/2014,14,37,0,0,0,0
201,BNF407,UBa/HIMS02/13/0004,BANKING AND FINANCE,400,1,2013/2014,18,26,0,0,0,0
202,BNF407,UBa/HIMS02/13/0077,BANKING AND FINANCE,400,1,2013/2014,18,31,0,0,0,0
203,BNF407,UBa/HIMS02/13/0006,BANKING AND FINANCE,400,1,2013/2014,24,39,0,0,0,0
204,BNF407,UBa/HIMS02/13/0078,BANKING AND FINANCE,400,1,2013/2014,23,43,0,0,0,0
205,BNF407,UBa/HIMS02/13/0009,BANKING AND FINANCE,400,1,2013/2014,20,19,0,0,0,0
206,BNF407,UBa/HIMS02/13/0010,BANKING AND FINANCE,400,1,2013/2014,22,32,0,0,0,0
207,BNF407,UBa/HIMS02/13/0022,BANKING AND FINANCE,400,1,2013/2014,21,33,0,0,0,0
208,BNF407,UBa/HIMS02/13/0025,BANKING AND FINANCE,400,1,2013/2014,20,42,0,0,0,0
209,BNF407,UBa/HIMS02/13/0090,BANKING AND FINANCE,400,1,2013/2014,15,41,0,0,0,0
210,BNF407,UBa/HIMS02/13/0027,BANKING AND FINANCE,400,1,2013/2014,19,42,0,0,0,0
211,BNF407,UBa/HIMS02/13/0033,BANKING AND FINANCE,400,1,2013/2014,19,30,0,0,0,0
212,BNF407,UBa/HIMS02/13/0092,BANKING AND FINANCE,400,1,2013/2014,20,32,0,0,0,0
213,BNF407,UBa/HIMS02/13/0094,BANKING AND FINANCE,400,1,2013/2014,14,19,0,0,0,0
214,BNF407,UBa/HIMS02/13/0099,BANKING AND FINANCE,400,1,2013/2014,19,36,0,0,0,0
215,BNF407,UBa/HIMS02/13/0038,BANKING AND FINANCE,400,1,2013/2014,20,47,0,0,0,0
216,BNF407,UBa/HIMS02/13/0040,BANKING AND FINANCE,400,1,2013/2014,17,34,0,0,0,0
217,BNF407,UBa/HIMS02/13/0041,BANKING AND FINANCE,400,1,2013/2014,19,62,0,0,0,0
218,BNF407,UBa/HIMS02/13/0045,BANKING AND FINANCE,400,1,2013/2014,18,29,0,0,0,0
219,BNF407,UBa/HIMS02/13/0046,BANKING AND FINANCE,400,1,2013/2014,20,30,0,0,0,0
220,BNF407,UBa/HIMS02/13/0050,BANKING AND FINANCE,400,1,2013/2014,18,33,0,0,0,0
221,BNF407,UBa/HIMS02/13/0051,BANKING AND FINANCE,400,1,2013/2014,21,21,0,0,0,0
222,BNF407,UBa/HIMS02/13/0054,BANKING AND FINANCE,400,1,2013/2014,19,42,0,0,0,0
223,BNF407,UBa/HIMS02/13/0059,BANKING AND FINANCE,400,1,2013/2014,13,21,0,0,0,0
224,BNF407,UBa/HIMS02/13/0062,BANKING AND FINANCE,400,1,2013/2014,16,29,0,0,0,0
225,BNF407,UBa/HIMS02/13/0063,BANKING AND FINANCE,400,1,2013/2014,,,0,0,0,0
226,BNF407,UBa/HIMS02/13/0068,BANKING AND FINANCE,400,1,2013/2014,14,34,0,0,0,0
227,BNF407,UBa/HIMS02/13/0069,BANKING AND FINANCE,400,1,2013/2014,19,44,0,0,0,0
228,BNF407,UBa/HIMS02/13/0071,BANKING AND FINANCE,400,1,2013/2014,,,0,0,0,0
229,BNF407,UBa/HIMS02/13/0115,BANKING AND FINANCE,400,1,2013/2014,,,0,0,0,0
